Date,Open,High,Low,Close,Adj Close,Volume
2018-05-07,124.139999,125.239998,123.320000,123.589996,122.680130,6707900
2018-05-08,122.860001,123.489998,121.690002,122.610001,121.707352,5951800
2018-05-09,122.989998,124.050003,122.529999,123.510002,122.600731,6808600
2018-05-10,124.220001,126.050003,124.000000,125.349998,124.427177,4948000
2018-05-11,125.769997,127.599998,125.760002,127.239998,126.303261,5716700
2018-05-14,127.349998,127.610001,125.599998,126.059998,125.131950,6101600
2018-05-15,125.540001,125.830002,124.400002,125.129997,124.208794,5875700
2018-05-16,125.440002,125.900002,125.000000,125.349998,124.427177,3818100
2018-05-17,125.489998,125.589996,123.550003,123.849998,122.938225,6473400
2018-05-18,123.779999,124.440002,123.279999,124.239998,123.325348,5433900
2018-05-21,124.620003,124.989998,123.320000,123.720001,122.809181,5558700
2018-05-22,123.800003,124.239998,122.760002,122.910004,122.005150,7172700
2018-05-23,122.870003,123.970001,122.739998,123.449997,122.541168,4930400
2018-05-24,123.220001,123.389999,121.550003,122.250000,121.349998,6893500
2018-05-25,121.559998,122.800003,121.129997,121.470001,121.470001,4594800
2018-05-29,120.500000,120.800003,118.620003,119.400002,119.400002,9790600
2018-05-30,120.120003,121.580002,119.540001,120.970001,120.970001,6423700
2018-05-31,120.919998,121.250000,119.540001,119.620003,119.620003,10337500
2018-06-01,120.379997,121.320000,119.970001,121.260002,121.260002,5729900
2018-06-04,121.849998,122.370003,121.019997,121.949997,121.949997,4851100
2018-06-05,122.050003,122.559998,120.900002,121.480003,121.480003,5125400
2018-06-06,121.970001,122.790001,121.459999,122.790001,122.790001,6528100
