Date,Open,High,Low,Close,Adj Close,Volume
2018-05-07,52.860001,53.580002,52.830002,53.330002,53.330002,20285700
2018-05-08,53.290001,53.630001,52.799999,53.630001,53.630001,21026800
2018-05-09,53.759998,54.369999,53.189999,54.340000,54.340000,19827500
2018-05-10,54.549999,55.000000,54.099998,54.980000,54.980000,18715900
2018-05-11,54.619999,55.189999,54.430000,54.669998,54.669998,15405000
2018-05-14,54.770000,55.240002,54.740002,54.900002,54.900002,21878200
2018-05-15,54.580002,54.750000,53.560001,53.919998,53.919998,21712600
2018-05-16,54.169998,54.700001,53.959999,54.639999,54.639999,16260500
2018-05-17,54.549999,55.439999,54.419998,54.810001,54.810001,16872600
2018-05-18,54.529999,54.540001,53.470001,53.500000,53.500000,23679900
2018-05-21,54.360001,55.220001,53.860001,54.320000,54.320000,25367400
2018-05-22,54.730000,55.049999,54.049999,54.450001,54.450001,19009600
2018-05-23,54.000000,55.230000,53.840000,55.209999,55.209999,20496500
2018-05-24,55.180000,55.299999,54.130001,54.750000,54.750000,19443000
2018-05-25,54.799999,55.500000,54.540001,55.439999,55.439999,18550000
2018-05-29,55.119999,55.810001,54.810001,55.320000,55.320000,24157300
2018-05-30,55.889999,56.200001,55.619999,55.680000,55.680000,24711500
2018-05-31,55.669998,55.860001,55.060001,55.200001,55.200001,30962100
2018-06-01,55.840000,57.099998,55.799999,57.080002,57.080002,31121800
2018-06-04,57.009998,57.599998,56.779999,56.830002,56.830002,22438900
2018-06-05,56.900002,57.119999,56.220001,56.529999,56.529999,21687000
2018-06-06,56.529999,57.060001,56.080002,57.029999,57.029999,22918300
