Date,Open,High,Low,Close,Adj Close,Volume
2018-05-07,235.880005,236.990005,232.630005,233.779999,233.779999,3237800
2018-05-08,233.720001,233.720001,230.649994,232.029999,232.029999,2698300
2018-05-09,233.050003,233.419998,228.229996,229.210007,229.210007,3504200
2018-05-10,230.149994,234.289993,229.360001,233.710007,233.710007,2169000
2018-05-11,233.580002,238.800003,232.949997,238.279999,238.279999,3044900
2018-05-14,238.899994,243.669998,238.820007,242.899994,242.899994,3893600
2018-05-15,241.860001,242.220001,238.669998,239.500000,239.500000,2396600
2018-05-16,239.649994,241.809998,238.570007,241.720001,241.720001,1906100
2018-05-17,241.490005,243.559998,240.539993,242.960007,242.960007,2418700
2018-05-18,243.369995,244.759995,242.389999,244.639999,244.639999,2283600
2018-05-21,245.000000,249.169998,244.839996,247.899994,247.899994,3040700
2018-05-22,248.000000,248.050003,243.839996,245.179993,245.179993,2644100
2018-05-23,244.029999,245.500000,241.639999,244.259995,244.259995,3046400
2018-05-24,244.570007,245.440002,242.199997,242.729996,242.729996,2602900
2018-05-25,242.949997,245.580002,242.440002,244.949997,244.949997,1554900
2018-05-29,243.860001,243.860001,240.240005,242.169998,242.169998,2821300
2018-05-30,243.740005,245.750000,242.630005,244.940002,244.940002,2071900
2018-05-31,244.210007,244.750000,240.679993,241.509995,241.509995,2966100
2018-06-01,243.740005,243.740005,241.289993,243.350006,243.350006,2363500
2018-06-04,244.000000,245.240005,242.740005,244.630005,244.630005,2188900
2018-06-05,245.089996,245.110001,241.910004,244.429993,244.429993,1531900
2018-06-06,246.320007,248.720001,245.130005,248.649994,248.649994,2648000
